Exercise_ID,Exercise,Exercise_Description,Muscle_Involved,Pain_Level,Functional_Goal,Repetition,Set,Image_Link,Video_Link
E380,Shoulder Blade Squeeze,Squeeze shoulder blades together to engage muscles that support the neck,Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
E381,Shoulder Shrugs (No Weight),"Raise shoulders toward ears, hold briefly, and release to engage upper trapezius muscles",Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
E382,Levator Scapula Stretch,"Place one hand behind the back, tilt head to the opposite side to stretch the neck",Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E383,Cat-Cow with Neck Movement,"On hands and knees, perform cat-cow while gently lifting and lowering head to engage neck muscles",Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E384,Neck Retraction,Gently pull head back while keeping chin level to strengthen deep neck stabilizers,Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E385,Isometric Neck Holds,"Press hand gently against forehead or side of head, resisting without moving",Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E386,Wall Angels,"Stand with back against a wall, slowly raise arms up and down while keeping contact with the wall to engage neck support",Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E387,Resistance Band Rows (Low Resistance),"Use a light resistance band, pull back while keeping neck aligned to gently activate neck support",Neck,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E388,None,,Neck,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E389,Overhead Triceps Stretch,"Raise one arm, bend at the elbow, and use the opposite hand to gently pull for a stretch",Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E390,Arm Circles,Perform small forward and backward circles with extended arms to engage triceps and shoulder muscles,Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E391,Cross-Body Arm Stretch,"Bring one arm across the chest, using the other arm to support and stretch triceps",Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E392,Wall Push-Ups,"Stand at arm’s length from a wall, perform push-ups with slow, controlled movement to activate triceps",Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E393,Isometric Triceps Squeeze,Extend arm straight out and gently squeeze triceps without adding any weight,Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E394,Seated Triceps Press (No Weight),"Sit with arms at sides, extend arm backward while squeezing triceps",Triceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E395,Wall Triceps Stretch,"Stand facing a wall, place hands on the wall at shoulder height, and lean slightly forward to stretch",Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E396,Seated Arm Extension,"Sit with arm bent, extend one arm at a time to gently engage triceps",Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E397,Overhead Reach with Support,"Sit with arms supported, lift one arm slowly overhead to a comfortable position",Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E398,Modified Wall Push-Up,Stand closer to a wall and perform push-ups with reduced body weight to gently activate triceps muscles,Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E399,Resistance Band Triceps Extensions (Low Resistance),Use a light resistance band to perform controlled triceps extensions,Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E400,Chair Dips (No Weight),"Sit on a chair, place hands on the seat, and gently lift and lower body using triceps without a full dip",Triceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E401,None,,Triceps,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E402,Seated Leg Extension (No Weight),Sit and extend one leg at a time to engage the quadriceps without resistance,Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E403,Quadriceps Activation,Stand and gently tighten quads while keeping knees straight,Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E404,Heel Slides,Lie on your back and slide heels toward glutes to gently engage quadriceps,Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E405,Wall Sit (No Weight),Lean against a wall with knees bent at 90° to activate quadriceps without added strain,Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E406,Mini Squats,"Perform shallow squats without weights, focusing on controlled quad activation",Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E407,Standing Quad Contractions,Stand and gently tighten quadriceps without bending the knee,Quadriceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E408,Standing Quadriceps Stretch,Bend one knee and pull heel towards glutes to stretch the quadriceps,Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E409,Step-Ups on Low Platform,"Step onto a low platform, alternating legs, focusing on controlled movements",Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E410,Chair Squats,Use a chair as support and perform squats by sitting down and standing back up slowly,Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E411,Resistance Band Leg Extensions,Attach a resistance band to a low anchor and extend one leg against the band to engage quads,Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E412,Mini Lunges,"Perform shallow lunges with focus on quadriceps engagement, using minimal or no weight",Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E413,Leg Press (Light Weight),Use a leg press machine with minimal weight to engage quads while controlling movement,Quadriceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E414,None,,Quadriceps,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E415,Leg Swings (No Weight),Stand and gently swing each leg forward and backward to engage hamstrings,Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E416,Gentle Heel Slides,"Lie on your back, bend one knee, and slide heel toward glutes, engaging hamstrings without weight",Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E417,Cat-Cow Stretch,Perform gentle spine movement to loosen hamstrings indirectly,Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E418,Standing Hamstring Curls,Stand on one leg and slowly bend the opposite knee to bring the heel towards the glutes,Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E419,Mini Deadlifts (No Weight),"Stand with a slight forward hinge, focus on activating hamstrings without bending knees fully",Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E420,Wall-Assisted Hamstring Curl,"Stand against a wall and bend knee, pressing heel into the wall to engage hamstrings",Hamstrings,Low,Strengthen Muscle ,10,3,exercise.jpg,
E421,Supine Hamstring Stretch,"Lie on your back, raise one leg, and gently pull it toward your chest to stretch the hamstrings",Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E422,Standing Forward Bend,"Lean forward with knees slightly bent, focusing on a gentle stretch in the hamstrings",Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E423,Downward Dog Pose,Perform this yoga pose with focus on stretching hamstrings,Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E424,Hamstring Curls with Resistance Band,Attach a resistance band to a low anchor and pull heel toward glutes against the resistance,Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E425,Single-Leg Deadlift (Light Weight),Use light weights and perform a single-leg hinge movement to engage the hamstrings,Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E426,Step-Ups on Low Platform,Step onto a low platform with focus on hamstring activation during each step,Hamstrings,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E427,None,,Hamstrings,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E428,Ankle Circles,Sit or stand and slowly rotate each ankle in circles to warm up calves,Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E429,Toe Taps,"Sit on a chair, lift toes while keeping heels down, then lower toes to the floor",Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E430,Gentle Heel Drops,Stand on a step and lower heels slightly to stretch and engage calves,Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E431,Standing Calf Raises (No Weight),"Stand on both feet and rise onto toes, focusing on slow, controlled movement",Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E432,Seated Calf Raises,"Sit with feet flat on the ground, raise heels up and down to engage calves without standing",Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E433,Calf Stretch with Resistance Band,"Use a resistance band to gently pull toes toward you while seated, engaging calves",Calf,Low,Strengthen Muscle ,10,3,exercise.jpg,
E434,Standing Calf Stretch,"Stand facing a wall, place one foot forward, and lean in to stretch the calf of the back leg",Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E435,Toe Walking,Walk on toes for a short distance to activate calf muscles gently,Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E436,Seated Calf Stretch,Extend one leg and pull toes toward you with a towel or band to stretch the calf,Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E437,Resistance Band Calf Raises,"Attach a resistance band under the toes and press down, using resistance to engage calves",Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E438,Single-Leg Calf Raises (No Weight),Stand on one foot and slowly raise onto toes to strengthen each calf individually,Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E439,Step-Ups,"Use a low platform, focusing on calf activation with each step",Calf,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E440,None,,Calf,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E441,Ankle Circles,"Sit comfortably, extend leg, and slowly rotate ankle in circles (both clockwise and counterclockwise)",Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E442,Toe Point and Flex,"Extend leg, point toes forward, then flex foot back to engage and improve ankle mobility",Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E443,Heel-to-Toe Rocks,Stand and gently rock from heels to toes to engage and warm up the ankle,Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E444,Calf Raises,"Stand with feet hip-width apart, rise onto toes slowly, then lower back down to strengthen ankle muscles",Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E445,Towel Scrunches,"Place a towel on the floor, use toes to scrunch it up, engaging the ankle and foot muscles",Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E446,Seated Ankle Press,"Sit with feet flat, press the ball of foot gently into the floor, holding tension without movement",Ankle,Low,Strengthen Muscle ,10,3,exercise.jpg,
E447,Ankle Alphabet,"Sit with leg extended, draw letters of the alphabet in the air using your big toe to improve ankle flexibility",Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E448,Standing Calf Stretch,"Stand facing a wall, place one foot back, press heel down to stretch the calf and ankle",Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E449,Heel Raises (Low Resistance),"Use a chair for support, raise heels off the ground and hold briefly, then lower",Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E450,Resistance Band Ankle Flexion,Use a light resistance band to gently pull foot back and forth to engage ankle muscles,Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E451,Seated Ankle Dorsiflexion (With Band),"Secure a resistance band around foot, flex ankle against resistance for controlled strengthening",Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E452,Toe Taps,"Sit and lift toes up and down repeatedly, engaging the front of the ankle and shin",Ankle,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E453,None,,Ankle,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E454,Glute Bridges,"Lie on back with knees bent, lift hips gently, engaging glutes, then lower slowly",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E455,Clamshells (No Band),"Lie on side with knees bent, open top knee slowly while keeping feet together to engage glutes",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E456,Supine Figure-4 Stretch with Glute Squeeze,"Lie on back, cross ankle over opposite knee, and gently squeeze glutes during stretch",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E457,Standing Leg Lifts (No Weight),"Stand and lift one leg back or to the side, focusing on activating the gluteal muscles",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E458,Bodyweight Squats,"Stand with feet shoulder-width apart, lower into a squat position, and return to standing",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E459,Side-Lying Hip Abduction,"Lie on side, lift top leg to activate gluteus medius and minimus",Gluteals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E460,Step-Ups (Low Step),"Step onto a low platform, alternating legs to improve glute engagement",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E461,Standing Glute Squeeze,"Stand upright and contract glutes, holding for a few seconds before releasing",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E462,Pigeon Pose (Modified for Glutes),"From a kneeling position, bring one leg forward and gently stretch to engage glutes",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E463,Side-Lying Clamshell with Resistance Band,"Place a band around knees, lie on side, and open top knee against resistance",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E464,Single-Leg Bridge,"Lie on back, lift one leg, and perform glute bridges with the other leg, focusing on controlled lifts",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E465,Lunges (Bodyweight),"Step forward into a lunge position, engaging glutes as you lower and lift",Gluteals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E466,None,,Gluteals,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E467,Pelvic Tilts,"Lie on your back, bend knees, and gently tilt pelvis to engage lower abdominals",Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E468,Cat-Cow Stretch,Move between arching and rounding the back to gently engage the core,Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E469,Diaphragmatic Breathing,Deep breathing with focus on expanding and contracting abs,Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E470,Seated Knee Raises,"Sit on a chair, lift one knee at a time towards the chest to engage abs without strain",Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E471,Marching in Place (Seated),"Sit with a straight back, lift legs alternately in a controlled manner to engage abs",Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E472,Heel Slides,"Lie on your back, bend knees, and slide one heel out and back, engaging core gently",Abdominals,Low,Strengthen Muscle ,10,3,exercise.jpg,
E473,Supine Twist Stretch,"Lie on back, bring one knee across the body for a gentle twist to stretch abs",Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E474,Bent-Knee Leg Drop,"Lie on back, bring knees to 90° angle, lower one leg at a time in a controlled motion",Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E475,Bridge Exercise,"Lie on your back, lift hips off the floor to engage the lower abs and glutes",Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E476,Dead Bug Exercise (No Weight),"Lie on back, lift arms and legs, extend opposite arm and leg in a controlled motion",Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E477,Seated Russian Twists (Light Weight or No Weight),"Sit with knees bent, lean back slightly, and twist torso side to side",Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E478,Standing Oblique Crunch,Stand and raise one knee to the side while bending towards it to engage obliques,Abdominals,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E479,None,,Abdominals,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E480,Supine Trunk Rotation,"Lie on your back with knees bent, gently rotate knees to each side to engage obliques",Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E481,Cat-Cow Stretch with Side Bends,"Perform traditional cat-cow stretch, adding a gentle side bend to engage obliques",Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E482,Diaphragmatic Breathing with Side Focus,Focus on breathing deeply while gently contracting side muscles,Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E483,Seated Oblique Twists (No Weight),"Sit on a chair with feet on the floor, twist torso gently from side to side",Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E484,Side Plank (Knees Bent),"Lie on one side, support upper body on the forearm, lift hips slightly to engage obliques",Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E485,Standing Side Crunch,Stand and raise one knee to the side while bending toward it to engage obliques,Obliques,Low,Strengthen Muscle ,10,3,exercise.jpg,
E486,Supine Oblique Stretch,"Lie on your back, bring one knee across the body to feel a stretch along the side",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E487,Russian Twists (No Weight or Light Weight),"Sit with knees bent, lean back slightly, and twist torso side to side",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E488,Windshield Wipers (Knees Bent),"Lie on back with knees at 90°, rotate knees side to side in a controlled manner",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E489,Side Plank (Full Extension),"Lie on one side, support body with forearm, lift hips to form a straight line and engage obliques",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E490,Standing Wood Chop with Resistance Band,"Attach a band to a high anchor, pull it diagonally across body to engage obliques",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E491,Bicycle Crunches (No Weight),"Lie on back, bring opposite knee and elbow together in a controlled motion, alternating sides",Obliques,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E492,None,,Obliques,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E493,Cat-Cow Stretch,"Start on hands and knees, alternate arching and rounding the back to mobilize and gently activate the lower back",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E494,Bird Dog (No Weight),"Start on hands and knees, extend opposite arm and leg, engaging lower back and core muscles",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E495,Knees-to-Chest Stretch,"Lie on back, bring knees toward chest to relieve tension and engage lower back",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E496,Pelvic Tilt (Lying Down),"Lie on back, tilt pelvis up and down, gently engaging lower back muscles",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E497,Bridge Pose (No Weight),"Lie on back with knees bent, lift hips gently to engage lower back and glutes",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E498,Standing Back Extension,"Stand and place hands on lower back, gently arch backwards to activate and strengthen lower back",Lower Back,Low,Strengthen Muscle ,10,3,exercise.jpg,
E499,Child’s Pose with Lower Back Focus,"Start on hands and knees, sit back onto heels with arms extended forward to stretch and mobilize the lower back",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E500,Seated Forward Fold,"Sit with legs extended, reach toward toes to stretch lower back and gently engage the muscles",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E501,Supine Twist,"Lie on back with knees bent, let knees drop to each side to gently stretch and engage lower back",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E502,Wall Glute Squeeze,"Stand with back against wall, press lower back into wall while gently contracting gluteal muscles",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E503,Bird Dog with Hold,"Extend opposite arm and leg, then hold the position briefly to strengthen lower back and core",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E504,Superman (No Weight),"Lie face down, lift chest and legs slightly off the ground, focusing on activating lower back muscles",Lower Back,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E505,None,,Lower Back,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E506,Diaphragmatic Breathing (Supine),"Lie on back with one hand on chest and one on belly, focus on expanding belly with each inhale",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E507,Supine Belly Breathing with Light Object,"Place a light object (e.g., book) on belly, focusing on lifting it with each inhale to engage the diaphragm",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E508,Cat-Cow with Breath Focus,"Perform cat-cow stretch on hands and knees, synchronizing movement with deep breaths to gently engage the diaphragm",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E509,Seated Diaphragm Activation,"Sit upright, place hands on belly, inhale deeply to expand diaphragm, then contract on exhale",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E510,Controlled Exhale Exercise,"Sit and inhale deeply, then exhale slowly, contracting the diaphragm",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E511,Standing Diaphragm Press,"Stand with hands on belly, gently press with hands as you exhale to activate the diaphragm",Diaphragm,Low,Strengthen Muscle ,10,3,exercise.jpg,
E512,Seated Diaphragmatic Breathing,"Sit upright, focus on expanding the belly with each inhale and fully contracting with each exhale",Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E513,Pursed-Lip Breathing,Inhale through the nose and exhale slowly through pursed lips to control breath and engage diaphragm,Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E514,Seated Side Stretch with Breathing,"While seated, stretch one arm overhead and lean to the opposite side, focusing on deep breathing",Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E515,Side-Lying Diaphragm Stretch,"Lie on one side, place hand on upper rib cage, and practice deep breaths to engage diaphragm",Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E516,Diaphragm Expansion Hold,"Sit upright, inhale deeply, hold for a few seconds, then exhale slowly to strengthen diaphragm",Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E517,Rib Cage Contraction,"Sit or stand, inhale deeply to expand ribs, then exhale while contracting diaphragm and rib cage",Diaphragm,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E518,None,,Diaphragm,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E519,Cat-Cow Stretch,"Start on hands and knees, alternate arching and rounding the back to mobilize the spine and gently engage the multifidus",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E520,Bird Dog (No Weight),"Start on hands and knees, extend opposite arm and leg to engage core and multifidus muscles",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E521,Knees-to-Chest Stretch,"Lie on back, bring knees toward chest to stretch lower back and release tension",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E522,Prone Arm and Leg Lifts,"Lie face down with arms and legs extended, then gently lift your right arm and left leg a few inches off the ground, hold for 3–5 seconds, and repeat with the opposite side.",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E523,Bridge Pose (No Weight),"Lie on back with knees bent, lift hips gently to engage lower back and multifidus muscles",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E524,Standing Back Extensions,"Stand with hands on lower back, gently arch backward to activate and strengthen multifidus",Multifidus,Low,Strengthen Muscle ,10,3,exercise.jpg,
E525,Child’s Pose with Lower Back Focus,"Start on hands and knees, sit back onto heels with arms extended forward, stretching lower back",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E526,Seated Forward Fold,"Sit with legs extended, reach toward toes to stretch lower back and gently engage the multifidus",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E527,Supine Twist,"Lie on back with knees bent, let knees drop to one side while keeping shoulders flat to engage and stretch lower back",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E528,Bird Dog with Hold,"Extend opposite arm and leg, hold briefly, then switch sides to strengthen multifidus",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E529,Superman (No Weight),"Lie face down, lift chest and legs slightly off the ground, focusing on activating multifidus",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E530,Side Plank (Knees Bent),"Lie on side with knees bent, support upper body on forearm, lift hips slightly to engage multifidus",Multifidus,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E531,None,,Multifidus,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E532,Arm Circles,Perform small and large circular motions with arms to mobilize the deltoids,Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E533,Shoulder Rolls,Slowly roll shoulders forward and backward to improve range of motion,Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E534,Cat-Cow Pose with Shoulder Focus,Perform this yoga stretch while gently focusing on shoulder movements,Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E535,Supine Shoulder Flexion,"Lie on your back, hold a lightweight object, and raise arms overhead slowly",Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E536,Wand Shoulder Flexion,Hold a stick or wand with both hands and lift it overhead while keeping arms straight,Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E537,Wall Walk,"Stand facing a wall, walk fingers up the wall until a gentle stretch is felt, then walk back down",Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E538,Pendulum Swings,"Bend at the waist, let the arm hang down, and gently swing it forward, backward, and in circles",Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E539,Thread the Needle Stretch,"Start on hands and knees, slide one arm under the other side of the body to stretch the deltoid and improve mobility",Deltoids,Low,Improve Mobility,10,3,exercise.jpg,
E540,Arm Circles,"Small, controlled circles to mobilize shoulder",Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E541,Wall Slides,Slide hands up/down wall to improve shoulder movement,Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E542,Pendulum Swings,"Bend over slightly, swing arm in circles or pendulum motion",Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E543,Resistance Band Shoulder Raises,"Light resistance, front and lateral raises",Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E544,Isometric Shoulder Holds,Hold light weight or band in front for a few seconds,Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E545,Scapular Retraction Exercises,Seated rows/face pulls with band for scapular stability,Deltoids,Moderate,Improve Mobility,10,3,exercise.jpg,
E546,None,,Deltoids,Severe,Improve Mobility,10,3,exercise.jpg,
E547,Arm Circles,Perform small and large arm circles to mobilize the biceps and shoulder joint,Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E548,Supine Bicep Stretch,"Lie on your back, extend arms to the sides, and gently rotate palms upward for a mild biceps stretch",Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E549,Shoulder Rolls,Slowly roll shoulders forward and backward to reduce tension and support biceps mobility,Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E550,Diaphragmatic Breathing,Incorporate controlled breathing to relax surrounding muscles and improve movement,Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E551,Active Elbow Flexion and Extension,Slowly bend and straighten the elbow to improve range of motion,Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E552,Wand Biceps Mobility,Hold a stick or wand with both hands and gently move it upwards and downwards to mobilize elbows and biceps,Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E553,Tabletop Stretch,"Place hands on a table behind you, fingers pointing backward, and lean forward slightly to stretch and mobilize biceps",Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E554,Pendulum Swings for Elbow,"Bend slightly at the waist, let the arm hang, and gently swing it forward, backward, and in circles to mobilize biceps and shoulder",Biceps,Low,Improve Mobility,10,3,exercise.jpg,
E555,Arm Circles,"Small, controlled circles to mobilize the shoulder and biceps area",Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E556,Tabletop Wrist Stretch,"Place palms on a table, fingers facing forward, and lean back slightly",Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E557,Pendulum Swings,Allow arm to gently swing in circles to promote blood flow,Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E558,Resistance Band Curls,"Light resistance, slow movement to avoid aggravating the biceps",Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E559,Isometric Bicep Hold,Hold a light weight or resistance band in a half-curl position for a few seconds,Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E560,Eccentric Bicep Curls,"Slowly lower the weight after curling up, focusing on a controlled descent",Biceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E561,None,,Biceps,Severe,Improve Mobility,10,3,exercise.jpg,
E562,Wall Chest Stretch,"Stand facing a wall, place forearm against it, and gently turn away to stretch the pectoral muscles",Chest,Low,Improve Mobility,10,3,exercise.jpg,
E563,Arm Circles,"Perform slow, controlled circles with arms extended to activate chest and shoulder muscles",Chest,Low,Improve Mobility,10,3,exercise.jpg,
